9.014, -1.0, 1.0, 257.0, 1.99, -4.64, -120.14, 136.0, -434.0, -280.0, -85.0, -915.0, 7303.0
9.032, -1.0, 1.0, 257.0, 1.99, -4.63, -120.15, 136.0, -433.0, -280.0, -85.0, -915.0, 7303.0
9.052, -1.0, 1.0, 257.0, 1.99, -4.62, -120.17, 138.0, -436.0, -280.0, -85.0, -915.0, 7303.0
9.072, -1.0, 1.0, 257.0, 2.0, -4.61, -120.19, 136.0, -432.0, -279.0, -85.0, -915.0, 7303.0
9.092, -1.0, 1.0, 257.0, 2.0, -4.61, -120.2, 137.0, -433.0, -280.0, -85.0, -915.0, 7303.0
9.112, -1.0, 1.0, 257.0, 2.0, -4.6, -120.22, 135.0, -433.0, -280.0, -85.0, -915.0, 7303.0
9.135, 0.0, 1.0, 258.0, 2.0, -4.59, -120.24, 136.0, -435.0, -280.0, -126.0, -913.0, 7292.0
9.152, -1.0, 1.0, 257.0, 2.0, -4.61, -120.26, 135.0, -434.0, -278.0, -126.0, -913.0, 7292.0
9.172, -1.0, 0.0, 256.0, 2.0, -4.61, -120.28, 137.0, -434.0, -278.0, -126.0, -913.0, 7292.0
9.192, -1.0, 1.0, 257.0, 1.98, -4.59, -120.3, 138.0, -432.0, -281.0, -126.0, -913.0, 7292.0
9.212, -1.0, 0.0, 257.0, 1.98, -4.58, -120.33, 136.0, -433.0, -280.0, -126.0, -913.0, 7292.0
9.232, -1.0, 1.0, 256.0, 1.96, -4.58, -120.35, 136.0, -433.0, -280.0, -126.0, -913.0, 7292.0
